count,emp_no,first_name,last_name,salary,from_date
1,442314,Miquel,Schwartzburd,40000,2002-03-30
1,224206,Bilhanan,Ciolek,64536,2002-03-29
1,37507,Kamran,Quittner,65398,2002-03-26
1,252391,Bezalel,Morton,40000,2002-03-25
1,92466,Rajmohan,Varman,83883,2002-03-24
1,238619,Badri,Benantar,44724,2002-03-20
1,252351,Kersti,Flanders,40000,2002-03-19
1,39812,Marit,Peres,42858,2002-03-17
1,203309,Constantine,Tsukuda,58072,2002-03-14
1,219870,Leif,Kushner,61421,2002-03-13
1,265687,Shuky,Ranta,40000,2002-03-13
1,278715,Amstein,Schaft,58499,2002-03-13
1,90964,Basil,Kuszyk,40000,2002-03-12
1,213101,Sajjad,Benveniste,42562,2002-03-09
1,68761,Rasikan,Zuberek,56609,2002-03-08
1,225463,Temple,Masada,55466,2002-03-05
1,89404,Arnd,Peng,40000,2002-03-02
1,99182,Jaques,Fontan,57476,2002-02-27
1,459877,Shem,Demir,54590,2002-02-27
1,13402,Augustine,Dulli,40000,2002-02-26
1,204594,Elvis,Onuegbe,40000,2002-02-25
1,106003,Przemyslawa,Kemmerer,70147,2002-02-24
1,276381,Genki,Kirkerud,52829,2002-02-23
1,491165,Subhrajyoti,Zizka,40000,2002-02-20
1,262057,Dinah,Bojadziev,65644,2002-02-19
1,456149,Sigeru,Grospietsch,40000,2002-02-15
1,77653,Geraldo,Chartres,58087,2002-02-13
1,80159,Jiafu,Rijckaert,40000,2002-02-13
1,235645,Mona,Carrere,107299,2002-02-13
1,90342,King,Koshiba,60784,2002-02-11
1,263738,Kazunori,Bressoud,44998,2002-02-10
1,411784,Leandro,Katalagarianos,40000,2002-02-10
1,248232,Hinrich,Rodiger,81411,2002-02-07
1,294223,Pantung,Albarhamtoshy,74184,2002-02-07
1,66625,Wayne,Jeong,40000,2002-02-05
1,284304,Nirmal,Malabarba,40000,2002-02-03
1,13458,Feipei,Nivat,41375,2002-02-02
1,236386,Jiong,Yetto,40000,2002-02-02
1,443218,Xiahua,Noriega,53449,2002-02-02
1,224102,Lokesh,Hoogerwoord,40000,2002-01-29
1,460660,Pranav,Azevdeo,79810,2002-01-28
1,285649,Gian,Ranai,48375,2002-01-27
1,452069,Nahum,Hiyoshi,52266,2002-01-27
1,23136,Narain,Skogmar,56024,2002-01-26
1,25980,Otilia,Vanwelkenhuysen,40000,2002-01-26
1,220667,Turgut,Lyonns,55723,2002-01-26
1,229111,Satoru,Schiper,40000,2002-01-24
1,474636,Cristinel,Farrel,65401,2002-01-22
1,37121,Salvador,Byoun,40000,2002-01-21
1,43438,Sampalli,Zultner,75609,2002-01-21
1,241622,Mara,Grospietsch,68151,2002-01-19
1,482268,Dekang,Waschkowski,40000,2002-01-19
1,35659,Gro,Armand,80399,2002-01-17
1,65663,Rafael,Leppanen,50166,2002-01-17
1,473492,Doohun,Vuskovic,76218,2002-01-17
1,447564,Charmane,Kriebel,66661,2002-01-16
1,15715,Insup,Ibel,40000,2002-01-15
1,421775,Gretta,Baak,54614,2002-01-09
1,77615,Jianwen,Krupka,63718,2002-01-08
1,450196,Zeydy,Picht,76386,2002-01-08
1,486518,Florian,Pashtan,40000,2002-01-08
1,250528,Abdulla,Barvinok,41455,2002-01-07
1,272089,Reuven,Makrucki,40000,2002-01-07
1,229092,Fumiya,Morrin,40301,2002-01-06
1,214441,Padma,Sgarro,67417,2002-01-05
1,93938,Boutros,Veeraraghavan,117948,2002-01-04
1,476042,Constantijn,Uhrig,65865,2002-01-04
1,79285,Bingning,Lieblein,49127,2002-01-02
1,421324,Boaz,Heuter,40000,2002-01-01
1,96433,Mantis,Vecchio,45865,2001-12-31
1,234357,Heather,Maraist,51166,2001-12-31
1,31344,Saddek,Gerteisen,80458,2001-12-30
1,74246,Tomofumi,Erdi,99729,2001-12-30
1,458615,Paraskevi,Aingworth,40000,2001-12-30
1,31563,Pradeep,Kushner,64202,2001-12-27
1,62714,Limsoon,Silva,40000,2001-12-27
1,246722,Jouni,Heemskerk,51488,2001-12-27
1,284746,Torsten,Dusink,40000,2001-12-26
1,432630,Heejo,Luef,40000,2001-12-26
1,468004,Sanjoy,Koblick,40000,2001-12-26
1,200196,Xuejia,Akazan,58069,2001-12-25
1,220903,Marlo,Domenig,72872,2001-12-24
1,293587,King,Vickson,40000,2001-12-23
1,23822,Faiza,Rosar,57773,2001-12-22
1,74609,Divier,Conta,41187,2001-12-21
1,265489,Mitchel,Koprowski,42107,2001-12-21
1,76644,Huei,Junet,71195,2001-12-19
1,95428,Shuzo,Conde,72748,2001-12-19
1,287646,Otilia,Etalle,40000,2001-12-19
1,423669,Ung,Lakshmanan,54553,2001-12-19
1,433300,Tonia,Kleiser,40488,2001-12-19
1,253509,Karsten,Kaminger,75130,2001-12-18
1,497160,Heon,Thiran,83225,2001-12-18
1,457422,Dung,Fasbender,50311,2001-12-17
1,70217,Aksel,Iivonen,42181,2001-12-16
1,91350,Boriana,Murrill,44380,2001-12-16
1,291817,Adin,Rosca,40000,2001-12-15
1,260169,Lokesh,Codenie,44695,2001-12-14
1,66170,Aksel,Ohori,81664,2001-12-13
1,69418,Jixiang,Steinauer,51844,2001-12-12
1,261190,Ranga,Pusterhofer,40000,2001-12-12
1,269913,Alain,Jervis,89097,2001-12-12
1,466227,Palash,Manderick,60463,2001-12-12
1,83928,Paraskevi,Apsitis,42110,2001-12-10
1,227517,Aria,Rathonyi,75567,2001-12-10
1,250127,Anwar,Bahl,58136,2001-12-07
1,297435,Anyuan,Rouquie,53991,2001-12-07
1,231344,Ohad,Kalafatis,42178,2001-12-05
1,76536,Mikhail,Daescu,40000,2001-12-04
1,462925,Dharmaraja,Comyn,63463,2001-12-04
1,35110,Reinhold,Speckmann,48028,2001-12-02
1,91813,Zhiwei,Bernini,40000,2001-12-02
1,237142,Dung,Schiper,40000,2001-12-01
1,103754,Ebru,Nicolson,43578,2001-11-29
1,475774,Vincent,Coombs,40000,2001-11-29
1,213961,Jaideep,Weedon,40000,2001-11-28
1,89785,Amabile,Beerel,44628,2001-11-27
1,280404,Shuji,Matheson,40000,2001-11-27
1,413775,Kensyu,Heuser,40000,2001-11-26
1,19984,Zhonghui,Taubenfeld,63176,2001-11-25
1,290251,Aemilian,Hoppenstand,40000,2001-11-25
1,451040,Taisook,Backhouse,40000,2001-11-25
1,265872,Reuven,Alblas,40000,2001-11-24
1,62449,Jixiang,Angelov,70643,2001-11-22
1,438799,Peer,Dengi,56246,2001-11-22
1,85154,Moss,Narahara,43248,2001-11-20
1,50204,Mayuko,Beutelspacher,95855,2001-11-19
1,495807,Martina,Kumaresan,40000,2001-11-17
1,285137,Bluma,Ohori,66028,2001-11-15
1,463092,Arnould,Peres,72275,2001-11-15
1,473585,Doowon,Ushiama,47099,2001-11-15
1,490494,Sahrah,Molberg,44681,2001-11-15
1,219860,Taisook,Quaggetto,74095,2001-11-13
1,267160,Alselm,Brookner,45998,2001-11-13
1,486952,Gen,Gimarc,40000,2001-11-13
1,14908,Kerhong,Flanders,40000,2001-11-12
1,451402,Rosella,Herber,59533,2001-11-12
1,35550,Van,Hutton,67201,2001-11-11
1,239446,Uriel,Yetim,79344,2001-11-11
1,423966,Harjit,Badache,62812,2001-11-11
1,297304,Sukumar,Foote,43697,2001-11-10
1,59109,Tesuya,Morrey,43715,2001-11-09
1,217879,Dmitry,Manders,40000,2001-11-09
1,272032,Ronghao,Zschoche,40000,2001-11-09
1,403247,Alejandra,McFarlin,40000,2001-11-09
1,493200,Feiyu,Jansch,40428,2001-11-09
1,40465,Khoa,Brendel,43862,2001-11-08
1,259116,Eckart,Lunt,86835,2001-11-07
1,452574,Abdelaziz,Kampfer,46011,2001-11-06
1,452715,Taegyun,Marshall,40000,2001-11-05
1,422566,Adly,Erva,40299,2001-11-03
1,433520,Armond,Cairo,54811,2001-11-01
1,472867,Zito,Bondorf,52347,2001-10-31
1,239927,Theron,Riefers,74609,2001-10-30
1,19310,Bouchung,Guerreiro,55989,2001-10-29
1,58300,Frazer,Picco,40000,2001-10-27
1,106417,Kwun,Clouatre,40000,2001-10-27
1,459463,Akeel,Denis,75583,2001-10-27
1,22146,Volkmar,Suermann,40000,2001-10-26
1,86037,Khaled,Badache,44296,2001-10-26
1,91557,Yuping,Gomatam,40000,2001-10-26
1,101142,Sedat,Gini,40000,2001-10-26
1,266762,Niranjan,Luon,57047,2001-10-24
1,426256,Gregory,Binkley,73001,2001-10-23
1,226954,Shushma,Pietrzykowski,42442,2001-10-22
1,407116,Bokyung,Lorho,62334,2001-10-21
1,103415,Heng,Cronin,60614,2001-10-20
1,289025,Feixiong,Fordan,50874,2001-10-18
1,271704,Vivian,Gente,40000,2001-10-17
1,28281,Adhemar,Oxenboll,101359,2001-10-16
1,479581,Yinghua,Thimonier,65061,2001-10-16
1,98973,Aemilian,Quittner,51554,2001-10-15
1,37131,Conor,Koblitz,40000,2001-10-14
1,422357,Parto,Berztiss,63001,2001-10-13
1,464942,Shiv,Alpin,78438,2001-10-13
1,46248,Leif,dAstous,40000,2001-10-11
1,477993,Sanjiv,Chorvat,42457,2001-10-11
1,406344,Seshu,Grabner,54532,2001-10-10
1,64598,Chrisa,Kavanagh,65815,2001-10-09
1,251947,Jouko,Pluym,40000,2001-10-09
1,271918,Giri,Cronau,40000,2001-10-09
1,483253,Tse,Schwartzbauer,40000,2001-10-09
1,204337,Brewster,Erol,40000,2001-10-08
1,436585,Adib,Pargas,62647,2001-10-08
1,451257,Foong,Muniz,54215,2001-10-08
1,96977,Mabo,Pavlopoulou,40000,2001-10-06
1,56706,Zita,Rodier,40000,2001-10-05
1,246947,Arvind,Montemayor,43073,2001-10-05
1,210153,Unal,Lanteri,48262,2001-10-02
1,483876,Tomofumi,Crouzet,63979,2001-10-02
1,270737,Xinyu,Marsiglia,52274,2001-09-30
1,449577,Serap,Brobst,63405,2001-09-29
1,273234,Moto,Pettis,53644,2001-09-27
1,223856,Anestis,Vidya,76523,2001-09-25
1,77770,Gen,Przulj,40000,2001-09-24
1,248586,Divier,VanScheik,40000,2001-09-24
1,294283,Gita,Yurov,52781,2001-09-22
1,421249,Francesca,Raoux,40000,2001-09-20
1,250472,Zhilian,Yamaashi,63363,2001-09-19
1,490614,Siddarth,Norsworthy,64722,2001-09-19
1,58460,Mart,Wixon,64850,2001-09-18
1,491412,Chuanyi,Pettit,58725,2001-09-18
1,464857,Limsoon,Magliocco,53940,2001-09-17
1,88806,Laurentiu,Ernst,56404,2001-09-16
1,259958,Vatsa,DeMori,57818,2001-09-15
1,408870,Duke,Molenkamp,47085,2001-09-12
1,42765,Filipp,Bresenham,58435,2001-09-11
1,493671,Mikhail,Chiola,56912,2001-09-11
1,417120,Candido,Ghelli,40000,2001-09-09
1,73142,Gretta,VanScheik,58376,2001-09-06
1,56551,Rimon,Gini,64873,2001-09-05
1,265276,Toshiki,Back,44866,2001-09-03
1,407964,Zdislav,Pelz,49913,2001-08-31
1,434278,Sedat,Binding,40000,2001-08-31
1,38720,Kwan,Khalil,59877,2001-08-29
1,39868,Adas,Tomescu,42251,2001-08-29
1,74923,Geoffry,Pepe,50867,2001-08-29
1,451637,Gudjon,Polajnar,57495,2001-08-29
1,460613,Odysseas,Alpin,54265,2001-08-29
1,43447,Lakshmi,Gente,66055,2001-08-28
1,261805,Akeel,Veeraraghavan,40000,2001-08-28
1,71979,Sugwoo,Kropp,61631,2001-08-27
1,55726,Vitali,Krohm,46394,2001-08-24
1,84883,Vishv,Khalil,61829,2001-08-23
1,271330,Phillip,Werthner,42913,2001-08-22
1,16551,Sadegh,Ranon,82980,2001-08-21
1,288319,Srinidhi,Kaminger,72931,2001-08-21
1,411869,Serenella,Sherertz,79059,2001-08-20
1,417588,Takushi,Iacovou,51319,2001-08-20
1,71528,Marjo,Deverell,48609,2001-08-19
1,495073,Toshimori,Fontan,51291,2001-08-19
1,287839,Teunis,Tyugu,40000,2001-08-17
1,427492,Kousuke,Seiwald,63306,2001-08-16
1,475687,Aimee,Anandan,81378,2001-08-16
1,493662,Badri,Silva,41995,2001-08-15
1,29222,Remzi,Trachtenberg,40000,2001-08-14
1,90776,Bouchung,Skrikant,52866,2001-08-14
1,294243,Marie,Llado,40000,2001-08-13
1,481200,Seongbae,Bain,61682,2001-08-11
1,230931,Petter,Hoppenstand,42766,2001-08-10
1,439416,Naftaly,Matzen,44846,2001-08-09
1,108137,Panayotis,Ermel,40000,2001-08-07
1,233706,Lansing,Mawatari,40000,2001-08-06
1,249515,Dinkar,Carrera,40000,2001-08-06
1,221172,DAIDA,Bugaenko,91106,2001-08-05
1,274772,Palash,Busillo,50299,2001-08-05
1,491222,Narain,Kemmerer,40000,2001-08-05
1,416076,Kenton,Junet,55123,2001-08-04
1,79567,Karoline,Willoner,51546,2001-08-03
1,229480,Franziska,Passafiume,40000,2001-08-03
1,280723,Arfst,Kolinko,61816,2001-08-02
1,66364,Jaewon,Picco,54518,2001-08-01
1,445181,Steve,Ranft,71896,2001-08-01
1,494815,Nirmal,Georgakopoulos,69805,2001-08-01
1,447017,Ramachenga,Vecchi,41845,2001-07-31
1,466755,Zhongwei,Gill,76502,2001-07-30
1,408577,Ibibia,Schwabacher,61930,2001-07-29
1,90163,Harjit,Ghandeharizadeh,42695,2001-07-25
1,400162,Arvind,Berendt,40000,2001-07-25
1,496484,Vugranam,Attimonelli,40000,2001-07-22
1,94745,Genki,Leslie,40000,2001-07-21
1,225313,Luisa,Eiron,40000,2001-07-21
1,42352,Tuval,Chaudhuri,40000,2001-07-20
1,43114,Yurii,Kamble,45216,2001-07-19
1,445484,Yagil,Ventosa,40000,2001-07-19
1,239116,DeForest,Silva,40000,2001-07-17
1,31750,Fabrizio,DuBourdieux,103725,2001-07-16
1,249603,Xiaopeng,Seuren,43340,2001-07-16
1,411971,Sugwoo,Magalhaes,40000,2001-07-15
1,426274,Valdiodio,Pillow,59911,2001-07-15
1,45352,Yuichiro,Zallocco,40000,2001-07-11
1,205317,Percy,Milicic,72965,2001-07-11
1,279707,Makato,Broder,40000,2001-07-11
1,225453,Huan,Rothenberg,40000,2001-07-10
1,478125,Kazuhiro,Erez,40656,2001-07-09
1,251451,Adly,VanScheik,45135,2001-07-08
1,247540,Parviz,Murthy,81111,2001-07-07
1,255357,Siddarth,Clouatre,87822,2001-07-07
1,475266,Rance,Engelmann,64128,2001-07-06
1,43217,DAIDA,Pappas,55100,2001-07-05
1,225541,Baruch,Brodal,57368,2001-07-05
1,62383,Khatoun,Rodier,56311,2001-07-04
1,212521,Duangkaew,Borstler,40000,2001-07-04
1,431292,Uli,Schaaf,87451,2001-07-01
1,209777,Ravishankar,Condotta,43700,2001-06-29
1,95584,Arumugam,Herbst,56631,2001-06-27
1,201777,Wonhee,Perl,73596,2001-06-27
1,467017,Kolar,Gente,40000,2001-06-27
1,465053,Adam,Navazio,47193,2001-06-26
1,278445,Kamakshi,Improta,40000,2001-06-24
1,85200,Ebbe,Serna,57745,2001-06-23
1,76159,Almudena,Molenaar,70738,2001-06-22
1,75952,Luerbio,Toyoshima,47326,2001-06-19
1,229649,DAIDA,Montresor,40000,2001-06-18
1,283110,Akeel,Leuchs,55065,2001-06-17
1,293487,Nathan,Haldar,50942,2001-06-17
1,434431,Berto,Hiroyama,77293,2001-06-16
1,493115,Shai,Bashian,40000,2001-06-16
1,238749,Cordelia,Hebert,40000,2001-06-15
1,24939,Shuho,Angot,43476,2001-06-14
1,418471,Xiaoheng,Aloisi,72191,2001-06-14
1,28770,Abdelghani,Farris,49773,2001-06-13
1,443945,Shimshon,Meriste,47693,2001-06-12
1,446314,Yuguang,Speek,51271,2001-06-11
1,279042,Susanna,Eldridge,40000,2001-06-10
1,493651,Constantino,Demeyer,76890,2001-06-09
1,413396,Arumugam,Ullian,47445,2001-06-06
1,211875,Venkatesan,Azevdeo,55218,2001-06-04
1,61244,Xiaoqiang,Peternell,46530,2001-06-02
1,437675,Suzette,Takanami,42307,2001-06-01
1,209717,Thanasis,Mellouli,40000,2001-05-31
1,82601,Munehiko,Nitto,49779,2001-05-30
1,481439,Kiam,Marakhovsky,79405,2001-05-30
1,205471,Bernd,Vasanthakumar,40000,2001-05-26
1,38776,Foong,Erol,81441,2001-05-23
1,289477,Dung,Docker,40000,2001-05-23
1,470212,Mark,Fraisse,48126,2001-05-23
1,215289,Eckart,Anger,49356,2001-05-21
1,56808,Yuriy,Anick,40000,2001-05-20
1,475221,Yuqun,Rassart,65150,2001-05-20
1,67333,Takahiro,Ebeling,40963,2001-05-18
1,218653,Abdulla,Siochi,40000,2001-05-17
1,257340,Gina,Feldmann,40000,2001-05-17
1,263143,Berhard,Baca,51619,2001-05-17
1,289054,Youjian,Hutton,40000,2001-05-17
1,462999,Venkatesan,Gonthier,40000,2001-05-17
1,254663,Bernd,Shackell,40000,2001-05-16
1,291827,Prasadram,Mamelak,48456,2001-05-15
1,24976,Khun,Vakili,67727,2001-05-14
1,83849,Shaleah,Schwartzburd,40000,2001-05-12
1,429219,Fabrizio,Katalagarianos,40000,2001-05-12
1,78802,Vojin,Garigliano,43451,2001-05-11
1,75589,Sudharsan,Ghazalie,41806,2001-05-09
1,89388,Divier,Hasenauer,68651,2001-05-09
1,43965,Syozo,Hasham,71933,2001-05-08
1,429431,Huiqun,Reutenauer,40000,2001-05-08
1,417317,Byong,Asrin,40000,2001-05-07
1,242069,Angus,Perz,40000,2001-05-06
1,62012,Yifei,Jahnichen,42775,2001-05-04
1,266847,Noritoshi,Servieres,72936,2001-05-04
1,55499,Kamakshi,Diderrich,48147,2001-05-03
1,259427,Khedija,Lores,40000,2001-05-03
1,449082,Barry,Merey,40000,2001-05-03
1,457138,Stepehn,Baek,62673,2001-05-03
1,100492,Vincent,Tibblin,84588,2001-04-30
1,264546,Branimir,Perl,72582,2001-04-29
1,479516,Fusako,Niizuma,50919,2001-04-29
1,229423,Stafford,Murtafg,72960,2001-04-27
1,480044,Sudhanshu,Jording,53868,2001-04-27
1,498854,Vishv,Ventosa,46344,2001-04-27
1,19394,Charmane,Bahl,70830,2001-04-25
1,487849,Sanjiv,Perna,47070,2001-04-25
1,278918,Sadun,DiGiano,40000,2001-04-24
1,64728,Akhilish,Hedayat,43564,2001-04-23
1,255611,Hideyuki,Pell,40000,2001-04-23
1,499613,Vasilis,Kaelbling,40000,2001-04-23
1,67570,Odysseas,Baig,79607,2001-04-21
1,415861,Marla,Dalton,40000,2001-04-21
1,469048,Chuanti,Choobineh,60608,2001-04-21
1,420716,Masasuke,Middleton,47165,2001-04-19
1,200985,Shichao,Gecseg,76045,2001-04-18
1,419009,Yongdong,Morris,42110,2001-04-16
1,28487,Ziva,Alblas,71338,2001-04-14
1,203319,Caolyn,Ramsay,64319,2001-04-14
1,286447,Alper,Schaft,40000,2001-04-13
1,216233,Sushant,Crooks,41967,2001-04-10
1,221086,Baziley,Motley,40000,2001-04-07
1,422511,Zijian,Zaumen,80982,2001-04-07
1,45014,Souichi,Orsini,71247,2001-04-04
1,51593,Masasuke,Pardalos,40000,2001-04-04
1,91637,Gino,Menhoudj,70947,2001-04-03
1,23034,Josyula,Rosca,40000,2001-04-01
1,23053,Radhakrishnan,Riefers,40000,2001-03-30
1,486153,Zorica,Gien,40000,2001-03-29
1,489368,Tianruo,Parascandalo,55080,2001-03-29
1,472740,Mong,Demian,51980,2001-03-28
1,476954,Djelloul,Talmon,40000,2001-03-28
1,497421,Eirik,Lanteri,59398,2001-03-23
1,435843,Fei,Gammage,40000,2001-03-21
1,25037,Adib,Magliocco,63524,2001-03-19
1,272826,Odoardo,Ranze,49000,2001-03-18
1,428151,Achilleas,Knightly,40000,2001-03-18
1,95511,Sedat,Salvesen,40000,2001-03-17
1,211291,Pohua,Munoz,41880,2001-03-17
1,438726,Ewing,Serov,41469,2001-03-17
1,419767,Uma,Penz,85844,2001-03-16
1,459339,Khalil,Henseler,74534,2001-03-16
1,65834,Vidya,Marletta,40000,2001-03-15
1,496174,Mary,Staudhammer,77394,2001-03-15
1,295787,Leucio,Zaumen,40000,2001-03-14
1,448433,IEEE,Zastre,41840,2001-03-14
1,274612,Bodh,Masaki,64136,2001-03-13
1,445900,Zissis,Parfitt,40000,2001-03-13
1,448606,Khoa,Zastre,40000,2001-03-13
1,12664,Zhonghua,Parveen,40000,2001-03-12
1,286004,Sachem,Schiper,51290,2001-03-12
1,31390,Fei,Liedekerke,40000,2001-03-09
1,299033,Fei,Gente,56718,2001-03-09
1,271560,Mohan,Papastamatiou,63670,2001-03-08
1,61511,Maha,Heping,40000,2001-03-06
1,27373,Jiafu,Varman,47814,2001-03-04
1,46727,LiMin,Dratva,40000,2001-03-02
1,209194,Owen,Snedden,40000,2001-02-24
1,284386,Kinh,Slobodova,40000,2001-02-24
1,468185,Nakhoon,Pietracaprina,49952,2001-02-24
1,34338,Hairong,Emden,40000,2001-02-23
1,104144,Gilbert,Staelin,40000,2001-02-21
1,17339,Fan,Mullainathan,58306,2001-02-18
1,228411,Khaled,Hofstetter,45332,2001-02-16
1,462829,Moss,Range,42444,2001-02-15
1,409841,Dharmaraja,Brodal,61656,2001-02-13
1,213275,Chenxi,Sankaranarayanan,49580,2001-02-12
1,225615,Zhonghui,Clouatre,70692,2001-02-12
1,484985,Fei,Gide,49979,2001-02-12
1,16679,Domenick,Cummings,40000,2001-02-10
